Species,Lineage,Sublineage,ST,Clonal_group,Genetic_cluster
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_5,SL100,100,ClG10132,GC167
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL395,888,ClG888,GC136
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL886,886,ClG886,GC140
C. diphtheriae,0_0,SL891,891,ClG891,GC467
C. diphtheriae,0_0,SL395,904,ClG904,GC159
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL395,395,ClG10238,GC741
C. diphtheriae,0_0,SL395,896,ClG896,GC470
C. diphtheriae,0_0,SL688,688,ClG688,GC698
C. diphtheriae,0_0,SL91,897,ClG897,GC461
C. diphtheriae,0_0,SL898,898,ClG898,GC471
C. rouxii,1_0,SL538,538,ClG538,GC379
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL395,395,ClG10219,GC422
C. rouxii,1_0,SL538,538,ClG538,GC213
C. rouxii,1_0,SL538,538,ClG538,GC213
C. diphtheriae,0_0,SL10037,1043,ClG10307,GC1070
C. belfantii,2_0,SL167,81,ClG81,GC606
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL395,420,ClG10038,GC74
C. diphtheriae,0_23,SL59,669,ClG669,GC162
C. diphtheriae,0_0,SL830,830,ClG830,GC623
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. rouxii,1_0,SL537,537,ClG537,GC67
C. rouxii,1_0,SL537,713,ClG713,GC588
C. rouxii,1_0,SL538,538,ClG538,GC365
C. diphtheriae,0_0,SL381,381,ClG381,GC705
C. diphtheriae,0_0,SL516,516,ClG10046,GC440
C. diphtheriae,0_14,SL911,911,ClG911,GC120
C. diphtheriae,0_0,SL516,849,ClG10210,GC997
C. diphtheriae,0_0,SL259,259,ClG259,GC749
C. diphtheriae,0_14,SL911,911,ClG911,GC169
C. diphtheriae,0_11,SL120,120,ClG120,GC178
C. diphtheriae,0_0,SL90,90,ClG90,GC137
C. diphtheriae,0_0,SL381,433,ClG433,GC385
C. diphtheriae,0_14,SL911,911,ClG911,GC169
C. diphtheriae,0_0,SL90,90,ClG10205,GC180
C. diphtheriae,0_0,SL302,302,ClG10273,GC271
C. diphtheriae,0_0,SL302,302,ClG10273,GC271
C. diphtheriae,0_14,SL524,903,ClG903,GC478
C. diphtheriae,0_0,SL90,90,ClG10205,GC180
C. diphtheriae,0_0,SL914,914,ClG10088,GC277
C. diphtheriae,0_0,SL914,914,ClG914,GC187
C. diphtheriae,0_11,SL120,120,ClG120,GC165
C. diphtheriae,0_0,SL302,302,ClG10170,GC462
C. diphtheriae,0_0,SL516,516,ClG516,GC923
C. diphtheriae,0_0,SL914,914,ClG914,GC187
C. diphtheriae,0_0,SL380,380,ClG380,GC583
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC273
C. diphtheriae,0_0,SL232,917,ClG917,GC946
C. diphtheriae,0_11,SL120,120,ClG120,GC165
C. diphtheriae,0_0,SL86,900,ClG900,GC98
C. diphtheriae,0_11,SL120,120,ClG120,GC46
C. diphtheriae,0_11,SL120,120,ClG120,GC46
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_11,SL120,120,ClG120,GC46
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL516,516,ClG10263,GC84
C. diphtheriae,0_0,SL914,914,ClG10088,GC277
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_14,SL379,379,ClG379,GC839
C. diphtheriae,0_0,SL381,381,ClG381,GC273
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_11,SL120,120,ClG120,GC46
C. diphtheriae,0_0,SL901,901,ClG901,GC97
C. diphtheriae,0_0,SL301,469,ClG469,GC93
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_14,SL919,919,ClG919,GC536
C. diphtheriae,0_14,SL911,911,ClG911,GC120
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL901,901,ClG901,GC97
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_14,SL911,911,ClG911,GC120
C. diphtheriae,0_0,SL901,901,ClG901,GC97
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_23,SL59,59,ClG10028,GC970
C. diphtheriae,0_0,SL40,902,ClG902,GC114
C. diphtheriae,0_0,SL122,122,ClG122,GC99
C. diphtheriae,0_0,SL232,917,ClG917,GC123
C. diphtheriae,0_0,SL86,900,ClG900,GC98
C. diphtheriae,0_0,SL901,901,ClG901,GC97
C. diphtheriae,0_23,SL59,59,ClG10220,GC964
C. diphtheriae,0_0,SL516,516,ClG10263,GC84
C. diphtheriae,0_0,SL90,90,ClG90,GC137
C. diphtheriae,0_0,SL516,516,ClG10263,GC84
C. diphtheriae,0_0,SL923,923,ClG923,GC121
C. diphtheriae,0_0,SL40,902,ClG902,GC114
C. diphtheriae,0_0,SL516,516,ClG516,GC654
C. diphtheriae,0_0,SL734,734,ClG10062,GC375
C. diphtheriae,0_0,SL232,917,ClG917,GC123
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL232,917,ClG917,GC123
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL926,926,ClG926,GC541
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL90,90,ClG90,GC137
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL86,900,ClG900,GC98
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_0,SL923,923,ClG923,GC121
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL901,901,ClG901,GC644
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL86,900,ClG900,GC98
C. diphtheriae,0_0,SL40,902,ClG902,GC114
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL122,122,ClG122,GC99
C. diphtheriae,0_0,SL516,849,ClG849,GC70
C. diphtheriae,0_0,SL122,122,ClG122,GC99
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL516,516,ClG516,GC150
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL516,516,ClG516,GC150
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL516,516,ClG516,GC150
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL923,923,ClG923,GC121
C. diphtheriae,0_0,SL40,20,ClG10101,GC585
C. diphtheriae,0_3,SL39,39,ClG39,GC16
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL122,122,ClG122,GC99
C. diphtheriae,0_0,SL381,381,ClG381,GC17
C. diphtheriae,0_0,SL516,516,ClG10263,GC84
C. diphtheriae,0_0,SL395,395,ClG395,GC282
C. diphtheriae,0_0,SL905,905,ClG905,GC480
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL377,377,ClG10109,GC969
C. diphtheriae,0_0,SL377,377,ClG10099,GC166
C. diphtheriae,0_0,SL377,377,ClG10117,GC718
C. diphtheriae,0_0,SL377,377,ClG10117,GC260
C. diphtheriae,0_0,SL377,377,ClG10117,GC260
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_0,SL377,377,ClG377,GC891
C. diphtheriae,0_0,SL377,377,ClG10117,GC795
C. diphtheriae,0_0,SL377,377,ClG10117,GC1008
C. diphtheriae,0_0,SL377,377,ClG377,GC682
C. diphtheriae,0_0,SL377,377,ClG10117,GC954
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_0,SL377,377,ClG10099,GC166
C. diphtheriae,0_0,SL395,885,ClG885,GC45
C. diphtheriae,0_0,SL228,228,ClG10213,GC263
C. diphtheriae,0_2,SL352,913,ClG913,GC508
C. diphtheriae,0_0,SL80,80,ClG80,GC91
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. belfantii,2_0,SL612,612,ClG612,GC350
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. belfantii,2_0,SL365,915,ClG915,GC520
C. diphtheriae,0_23,SL828,828,ClG828,GC832
C. diphtheriae,0_0,SL32,32,ClG32,GC697
C. diphtheriae,0_0,SL536,536,ClG536,GC39
C. belfantii,2_0,SL922,922,ClG922,GC538
C. diphtheriae,0_0,SL924,924,ClG924,GC540
C. diphtheriae,0_0,SL96,317,ClG317,GC912
C. diphtheriae,0_0,SL609,609,ClG609,GC269
C. belfantii,2_0,SL226,763,ClG763,GC203
C. rouxii,1_0,SL537,762,ClG762,GC600
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_23,SL624,624,ClG624,GC774
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL297,103,ClG103,GC293
C. diphtheriae,0_0,SL297,935,ClG935,GC542
C. diphtheriae,0_23,SL828,828,ClG828,GC620
C. diphtheriae,0_0,SL796,796,ClG796,GC94
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_23,SL822,822,ClG865,GC107
C. diphtheriae,0_14,SL366,366,ClG366,GC797
C. diphtheriae,0_0,SL377,377,ClG10117,GC354
C. diphtheriae,0_0,SL938,938,ClG938,GC543
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. rouxii,1_0,SL537,939,ClG939,GC544
C. diphtheriae,0_0,SL940,940,ClG940,GC546
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_0,SL941,941,ClG941,GC547
C. rouxii,1_0,SL537,537,ClG537,GC67
C. diphtheriae,0_15,SL942,942,ClG942,GC124
C. diphtheriae,0_15,SL942,942,ClG942,GC124
C. diphtheriae,0_15,SL942,942,ClG942,GC124
C. rouxii,1_0,SL537,943,ClG943,GC179
C. rouxii,1_0,SL537,943,ClG943,GC179
C. belfantii,2_0,SL226,689,ClG689,GC108
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL487,620,ClG620,GC223
C. rouxii,1_0,SL537,944,ClG944,GC550
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL183,183,ClG10050,GC410
C. diphtheriae,0_0,SL5,5,ClG5,GC23
C. diphtheriae,0_0,SL212,212,ClG212,GC59
C. diphtheriae,0_0,SL212,212,ClG212,GC59
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_23,SL822,822,ClG822,GC652
C. diphtheriae,0_0,SL228,228,ClG10276,GC845
C. belfantii,2_0,SL160,160,ClG160,GC711
C. belfantii,2_0,SL160,160,ClG160,GC759
C. diphtheriae,0_0,SL947,947,ClG947,GC551
C. diphtheriae,0_23,SL822,960,ClG960,GC176
C. diphtheriae,0_0,SL542,961,ClG864,GC531
C. diphtheriae,0_0,SL295,295,ClG10035,GC357
C. diphtheriae,0_0,SL384,962,ClG962,GC530
C. diphtheriae,0_0,SL228,228,ClG10055,GC398
C. diphtheriae,0_0,SL32,32,ClG32,GC284
C. diphtheriae,0_0,SL511,511,ClG10175,GC980
C. diphtheriae,0_0,SL134,495,ClG495,GC152
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_12,SL964,964,ClG964,GC510
C. diphtheriae,0_0,SL395,395,ClG10238,GC496
C. diphtheriae,0_0,SL796,796,ClG10076,GC89
C. diphtheriae,0_0,SL416,416,ClG10137,GC129
C. rouxii,1_0,SL537,537,ClG10224,GC490
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_0,SL76,76,ClG76,GC8
C. rouxii,1_0,SL537,181,ClG181,GC870
C. diphtheriae,0_0,SL579,579,ClG579,GC115
C. rouxii,1_0,SL538,538,ClG538,GC799
C. rouxii,1_0,SL537,968,ClG968,GC511
C. belfantii,2_0,SL92,42,ClG10015,GC380
C. diphtheriae,0_0,SL295,858,ClG858,GC771
C. diphtheriae,0_0,SL91,87,ClG87,GC184
C. diphtheriae,0_23,SL822,960,ClG960,GC176
C. rouxii,1_0,SL537,762,ClG10256,GC808
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL906,906,ClG906,GC35
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL977,977,ClG977,GC170
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_23,SL59,59,ClG10120,GC728
C. diphtheriae,0_0,SL355,355,ClG355,GC948
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL856,856,ClG856,GC78
C. diphtheriae,0_0,SL950,950,ClG950,GC533
C. belfantii,2_0,SL691,691,ClG10184,GC738
C. diphtheriae,0_0,SL295,295,ClG10185,GC147
C. diphtheriae,0_0,SL432,999,ClG999,GC1027
C. diphtheriae,0_0,SL40,209,ClG209,GC978
C. diphtheriae,0_0,SL1000,1000,ClG1000,GC529
C. diphtheriae,0_0,SL40,406,ClG406,GC805
C. belfantii,2_0,SL1001,1001,ClG1001,GC506
C. diphtheriae,0_0,SL503,503,ClG10039,GC676
C. diphtheriae,0_0,SL302,302,ClG10068,GC281
C. diphtheriae,0_0,SL458,458,ClG458,GC442
C. diphtheriae,0_0,SL295,295,ClG10164,GC651
C. diphtheriae,0_0,SL308,308,ClG308,GC236
C. diphtheriae,0_0,SL123,654,ClG654,GC362
C. diphtheriae,0_0,SL295,858,ClG858,GC495
C. diphtheriae,0_0,SL259,259,ClG259,GC66
C. diphtheriae,0_0,SL985,985,ClG985,GC516
C. diphtheriae,0_0,SL40,209,ClG209,GC604
C. diphtheriae,0_0,SL986,986,ClG986,GC517
C. belfantii,2_0,SL987,987,ClG987,GC518
C. diphtheriae,0_0,SL988,988,ClG988,GC509
C. diphtheriae,0_0,SL302,302,ClG10068,GC281
C. diphtheriae,0_0,SL123,319,ClG10087,GC650
C. diphtheriae,0_0,SL646,646,ClG646,GC239
C. belfantii,2_0,SL10003,160,ClG10221,GC329
C. diphtheriae,0_0,SL646,646,ClG646,GC239
C. diphtheriae,0_0,SL989,989,ClG989,GC519
C. diphtheriae,0_0,SL990,990,ClG990,GC521
C. diphtheriae,0_0,SL363,991,ClG991,GC522
C. diphtheriae,0_0,SL67,992,ClG992,GC523
C. diphtheriae,0_0,SL542,993,ClG993,GC524
C. diphtheriae,0_0,SL80,80,ClG80,GC91
C. belfantii,2_0,SL994,994,ClG994,GC525
C. diphtheriae,0_0,SL302,302,ClG10193,GC308
C. diphtheriae,0_0,SL478,478,ClG478,GC456
C. belfantii,2_0,SL995,995,ClG995,GC526
C. diphtheriae,0_0,SL542,542,ClG10044,GC724
C. diphtheriae,0_0,SL990,990,ClG10022,GC671
C. diphtheriae,0_0,SL503,996,ClG996,GC527
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL503,503,ClG503,GC686
C. diphtheriae,0_0,SL308,408,ClG408,GC889
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL997,997,ClG997,GC528
C. diphtheriae,0_0,SL998,998,ClG998,GC134
C. diphtheriae,0_0,SL998,998,ClG998,GC134
C. diphtheriae,0_0,SL998,998,ClG998,GC134
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL123,970,ClG970,GC513
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. rouxii,1_0,SL537,1003,ClG10375,GC1159
C. diphtheriae,0_23,SL822,822,ClG822,GC145
C. diphtheriae,0_23,SL822,822,ClG865,GC107
C. diphtheriae,0_0,SL297,297,ClG10140,GC938
C. belfantii,2_0,SL167,167,ClG10186,GC748
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. belfantii,2_0,SL226,226,ClG226,GC130
C. diphtheriae,0_0,SL530,530,ClG530,GC101
C. rouxii,1_0,SL537,1005,ClG1005,GC572
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. rouxii,1_0,SL181,181,ClG10002,GC405
C. diphtheriae,0_0,SL542,542,ClG10161,GC746
C. diphtheriae,0_0,SL609,609,ClG10207,GC472
C. diphtheriae,0_0,SL416,416,ClG10137,GC129
C. diphtheriae,0_23,SL59,59,ClG10122,GC488
C. diphtheriae,0_0,SL32,32,ClG32,GC28
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC135
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC135
C. diphtheriae,0_6,SL25,25,ClG25,GC135
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG10266,GC575
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. belfantii,2_0,SL365,187,ClG187,GC874
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL123,480,ClG480,GC457
C. rouxii,1_0,SL537,1012,ClG1012,GC384
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL977,977,ClG977,GC170
C. diphtheriae,0_1,SL88,88,ClG10119,GC752
C. diphtheriae,0_0,SL375,375,ClG375,GC241
C. diphtheriae,0_0,SL496,496,ClG496,GC198
C. diphtheriae,0_1,SL88,88,ClG853,GC934
C. diphtheriae,0_0,SL205,205,ClG205,GC62
C. diphtheriae,0_0,SL1013,1013,ClG1013,GC369
C. diphtheriae,0_0,SL496,496,ClG496,GC198
C. diphtheriae,0_0,SL503,785,ClG785,GC206
C. diphtheriae,0_0,SL268,268,ClG10211,GC276
C. diphtheriae,0_1,SL88,88,ClG853,GC173
C. diphtheriae,0_1,SL88,88,ClG88,GC36
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_0,SL452,452,ClG10084,GC393
C. diphtheriae,0_6,SL25,25,ClG25,GC778
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_6,SL25,25,ClG25,GC10
C. diphtheriae,0_0,SL503,1015,ClG10284,GC1029
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. belfantii,2_0,SL10032,167,ClG10283,GC1028
C. diphtheriae,0_0,SL503,1015,ClG10284,GC1029
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL536,536,ClG10111,GC1030
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL10033,1017,ClG10285,GC1031
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL606,606,ClG10286,GC1032
C. diphtheriae,0_0,SL667,794,ClG10287,GC1033
C. diphtheriae,0_23,SL765,1018,ClG765,GC1034
C. rouxii,1_0,SL537,537,ClG10049,GC1035
C. rouxii,1_0,SL537,181,ClG10288,GC1036
C. rouxii,1_0,SL537,1019,ClG10289,GC1037
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_23,SL624,624,ClG624,GC1075
C. diphtheriae,0_0,SL76,76,ClG76,GC8
C. diphtheriae,0_0,SL76,76,ClG76,GC8
C. diphtheriae,0_0,SL498,498,ClG498,GC1076
C. diphtheriae,0_0,SL856,1020,ClG856,GC1077
C. diphtheriae,0_6,SL10,63,ClG10310,GC1078
C. belfantii,2_0,SL831,995,ClG10311,GC1079
C. belfantii,2_0,SL832,1021,ClG10312,GC1080
C. belfantii,2_0,SL994,1022,ClG10313,GC1081
C. diphtheriae,0_0,SL26,26,ClG10314,GC1082
C. belfantii,2_0,SL10038,1023,ClG10315,GC1083
C. diphtheriae,0_0,SL834,1024,ClG10316,GC1084
C. diphtheriae,0_22,SL38,143,ClG10317,GC1085
C. diphtheriae,0_16,SL217,217,ClG10334,GC1105
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL67,67,ClG10067,GC1106
C. diphtheriae,0_0,SL3,510,ClG10335,GC1107
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_6,SL25,25,ClG10214,GC128
C. diphtheriae,0_6,SL10,10,ClG10,GC259
C. belfantii,2_0,SL92,1050,ClG10336,GC1108
C. belfantii,2_0,SL92,1050,ClG10336,GC1108
C. belfantii,2_0,SL92,106,ClG10337,GC1109
C. belfantii,2_0,SL92,1050,ClG10336,GC1108
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL856,856,ClG856,GC78
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
